ProteinAccessions;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value eat2_d15_eat2_d10;Student's T-test q-value eat2_d15_eat2_d10; Student's T-test Difference eat2_d15_eat2_d10;Student's T-test Test statistic eat2_d15_eat2_d10;Sign p-val: 0.05 
Q21353;15,6837;16,5369;16,5576;15,7095;15,826;15,5129;14,8676;16,4327;0,521919;0,124959;0,462115;1,13245;
Q21355;18,2647;20,3388;18,1211;21,1259;17,1841;17,3028;17,5629;17,6694;1,43547;0,0127317;2,03286;2,67688;+
Q21392;17,5492;16,3319;15,2294;16,0621;15,0733;14,9544;15,5491;15,3028;1,12844;0,0250983;1,07327;2,15686;+
Q21418;15,0471;14,8711;14,9004;15,5016;13,099;13,3109;12,6725;13,3472;4,0516;0,00012426;1,97264;9,27535;+
Q21430;14,4594;14,859;14,4769;14,9786;16,2068;16,1805;14,9851;15,1351;1,41051;0,0134487;-0,933378;-2,63385;+
Q21432;17,0802;16,4252;16,9796;16,5138;16,5147;16,4758;16,5541;16,6558;0,551061;0,114706;0,19962;1,1841;
Q21434;16,0915;16,0035;15,3877;16,2076;13,0712;13,1616;12,5977;13,3601;4,64362;0;2,87491;11,7696;+
Q21436;17,7098;16,7183;15,8387;16,7211;13,8127;14,4438;13,0526;13,5301;3,1366;0,000666667;3,03722;6,32485;+
Q21443;22,2534;21,3612;22,2957;22,5106;20,207;19,991;19,8844;21,6052;1,9186;0,00502509;1,68333;3,55074;+
Q21444;14,8484;14,9143;14,4918;15,0566;13,2589;12,976;12,8827;13,16;4,67658;0;1,75837;11,925;+
Q21452;15,0233;15,4796;14,7668;15,3348;16,0647;15,1457;15,9425;15,9001;1,23142;0,0202087;-0,612128;-2,32936;+
Q21453;15,9495;14,9217;15,7412;16,1928;15,1066;15,0925;15,0446;15,1762;1,12545;0,0252921;0,5963;2,15188;+
Q21454;16,9588;16,3865;15,9159;16,2851;13,5286;13,5195;12,7248;13,9524;3,92834;0,000106734;2,95526;8,8202;+
Q21463;17,3891;17,2379;17,5881;17,5964;16,0777;15,8748;15,6841;15,7226;4,89238;0;1,61308;12,9909;+
Q21465;19,2646;20,0151;19,6013;19,7645;18,5803;18,3778;17,6555;17,7407;2,87873;0,00102461;1,57281;5,6474;+
Q21471;14,8923;15,1398;13,5527;15,0767;13,2459;12,6962;12,9918;13,04;2,27966;0,00235714;1,6719;4,27189;+
Q21473;14,1357;15,016;14,8803;15,0197;15,7842;16,918;16,0548;16,2512;2,44892;0,00185943;-1,48914;-4,63555;+
Q21480;13,6089;14,9174;14,3351;14,4267;18,0591;18,003;17,6023;17,737;4,71951;0;-3,52836;-12,1303;+
Q21481;18,498;20,4847;19,1767;19,0399;17,8544;17,7118;17,1559;16,9829;2,13589;0,00329949;1,87358;3,97639;+
Q21484;18,119;17,8034;17,7652;17,7003;16,3601;15,7824;16,1925;16,4209;4,15536;0;1,65801;9,67453;+
Q21486;16,1991;16,1753;16,8477;15,4016;15,7843;15,2212;15,197;14,954;1,3437;0,0157507;0,866802;2,51945;+
Q21502;18,1347;17,2738;18,0008;18,309;15,9058;16,3912;15,6022;16,1913;3,26587;0,000619636;1,90696;6,68704;+
Q21504;14,5928;15,1442;15,0023;15,4907;11,2446;11,9686;13,0005;7,60808;1,86831;0,00546999;4,10207;3,45547;+
Q21515;15,0074;15,2822;15,0483;15,1295;16,7258;16,9043;16,7525;16,7176;6,25945;0;-1,65818;-22,1728;+
Q21523;14,6987;15,9996;15,0632;15,0891;15,4105;12,9972;13,3034;15,619;0,553557;0,113965;0,880094;1,1885;
Q21525;18,4096;18,8489;18,4097;19,0962;18,279;18,446;17,597;17,42;1,32552;0,016509;0,755587;2,48849;+
Q21531;18,4431;18,6532;18,4956;18,4937;17,8743;17,7656;17,3337;17,372;3,19291;0,000647751;0,93496;6,4807;+
Q21541;17,6887;19,198;17,98;18,4076;16,9485;16,2928;16,9532;17,3891;1,92865;0,00498309;1,42268;3,56989;+
Q21544;17,4192;18,2525;16,8147;18,495;16,6057;16,4287;17,044;17,1677;1,15442;0,0237017;0,933828;2,20026;+
Q21549;16,1236;18,4702;15,83;17,857;16,4432;16,3442;16,4298;16,5465;0,433226;0,164492;0,62928;0,971572;
Q21551;18,97;19,8091;18,8842;19,2827;18,6389;18,5968;18,3932;18,4724;1,77534;0,00657288;0,711182;3,28226;+
Q21554;15,782;16,7532;16,6683;17,9075;15,5585;15,7983;15,5436;15,8792;1,29598;0,0176103;1,08283;2,43834;+
Q21557;14,4185;14,6022;14,1098;15,1509;12,9746;13,1827;12,9086;13,2427;3,16833;0,000678887;1,49321;6,41229;+
Q21559;18,6546;19,2366;19,2342;19,7256;17,1745;17,1948;16,9416;17,0005;4,07621;0,000127854;2,13489;9,36867;+
Q21568;22,0864;22,087;21,9561;22,1674;20,2104;19,7173;19,3927;19,8824;4,88097;0;2,27353;12,9324;+
Q21569;14,6412;14,9984;14,5585;14,0517;15,6045;16,4847;15,3996;16,4972;2,20485;0,00277495;-1,43405;-4,11667;+
Q21589;14,4406;14,6224;14,48;15,1693;12,9003;13,2647;12,8512;13,0064;3,89861;0,000104089;1,67242;8,71338;+
Q21601;14,9496;15,5527;14,5659;15,0864;15,0853;16,4072;14,6088;15,0101;0,216978;0,3583;-0,2392;-0,542891;
Q21603;16,5022;17,4721;18,9469;17,6851;17,1437;17,4903;17,2568;17,3546;0,277392;0,282227;0,340232;0,669695;
Q21614;18,0731;18,526;18,3084;18,6435;18,923;18,9457;19,1436;19,0625;2,45135;0,00186109;-0,630942;-4,64091;+
Q21623;15,0067;15,1461;13,9373;15,1552;13,322;12,7799;12,94;13,0175;2,90377;0,00100627;1,7965;5,71068;+
Q21624;16,3015;16,7815;17,4644;16,8789;15,9728;16,0266;15,476;15,5828;2,12825;0,00336495;1,092;3,96103;+
Q21625;14,0621;15,1983;13,35;15,4549;13,8777;14,372;13,6469;14,6015;0,305488;0,25467;0,391814;0,726487;
Q21633;20,0851;20,0247;19,6804;19,9362;18,2431;18,2482;17,9452;18,1678;5,36055;0;1,78055;15,6204;+
Q21643;17,6812;17,7874;17,5484;18,1893;17,2931;15,6041;15,2275;15,1774;2,05791;0,00386798;1,97605;3,82089;+
Q21649;13,9425;15,5384;14,8655;15,3163;15,8683;17,1444;18,1603;17,3894;2,02322;0,00413912;-2,22493;-3,75271;+
Q21691;14,9698;14,9277;14,7018;15,1224;13,2782;13,9005;12,383;13,2632;2,74735;0,00117817;1,72422;5,32352;+
Q21693;16,3919;16,525;16,631;16,9288;15,9172;16,4412;15,8535;15,7332;1,76788;0,00675661;0,632875;3,26854;+
Q21697;14,8302;15,4767;14,5775;14,2476;14,3185;14,8567;14,2911;15,0289;0,195659;0,392266;0,159216;0,496364;
Q21702;17,9204;18,3575;18,3803;18,072;16,7748;16,102;16,8398;17,1416;3,00128;0,000849817;1,46802;5,96217;+
Q21706;16,5536;17,5172;16,7927;16,5419;13,0933;12,8106;13,4977;13,0995;5,05149;0;3,72611;13,8335;+
Q21730;17,0564;16,6708;16,6886;17,164;16,3885;16,7006;15,9555;16,0056;1,57982;0,00950653;0,632415;2,92922;+
Q21732;20,0621;20,6388;20,4008;20,5897;19,264;19,1638;19,2201;19,2302;4,00234;0,000116343;1,20334;9,09101;+
Q21735;17,8895;18,8205;17,9307;19,2234;18,1852;18,0827;17,8093;18,052;0,601479;0,0991951;0,433711;1,27234;
Q21740;13,6142;15,2801;14,4607;15,4881;16,035;16,2829;15,9921;15,546;1,48293;0,0113076;-1,25321;-2,75916;+
Q21742;18,4473;18,653;18,3562;18,6879;18,1516;18,2566;17,8586;18,1612;1,96985;0,00461415;0,429117;3,64902;+
Q21746;17,8094;19,3108;18,756;19,1232;18,91;18,9856;18,2696;18,3164;0,126336;0,534624;0,129478;0,337002;
Q21750;19,4104;19,9723;19,4136;20,3424;17,3462;17,0911;17,3934;17,7045;4,03644;0,000122449;2,40089;9,21826;+
Q21752;18,3192;18,4811;18,1003;18,9521;19,4908;19,3321;19,8994;19,8425;2,69345;0,00152524;-1,17803;-5,19452;+
Q21754;14,9876;13,9448;13,4461;14,6612;15,1551;14,7884;14,1889;14,9466;0,593469;0,101609;-0,509837;-1,25841;
Q21755;24,7058;25,405;24,8479;25,5058;22,9495;21,8197;21,5189;22,8733;3,30822;0,00052592;2,82579;6,8092;+
Q21763;20,1914;21,2644;20,5916;21,0291;19,2132;19,3742;18,9535;18,8925;3,13239;0,000664011;1,66079;6,31332;+
Q21770;17,0085;17,7134;17,4775;17,9986;16,9623;17,1449;16,2786;16,4587;1,54278;0,0101084;0,838372;2,86387;+
Q21771;15,0444;14,8388;15,0295;13,9161;13,3251;13,2491;12,9843;13,2402;2,78861;0,00114195;1,5075;5,42378;+
Q21773;15,7646;16,0566;15,8195;15,7788;13,8815;14,2489;15,215;13,9478;2,54841;0,00175406;1,53158;4,85796;+
Q21774;17,4177;17,8478;17,1778;17,5573;16,7016;17,1434;16,8079;16,5633;2,01047;0,00436242;0,696107;3,72781;+
Q21776;14,6136;15,1479;14,6072;14,845;15,1136;15,1818;15,6967;15,6943;1,6401;0,00851094;-0,618161;-3,03657;+
Q21793;14,2979;15,4376;14,0079;15,3997;14,1964;15,0556;14,4223;13,9634;0,372976;0,201394;0,376344;0,858332;
Q21795;15,9005;17,7383;17,324;17,5204;16,3023;15,7108;15,1161;16,1036;1,43386;0,0127856;1,31261;2,67411;+
Q21801;18,0823;18,5005;18,5432;17,8334;18,4279;17,8022;19,2751;19,0155;0,479165;0,142461;-0,390355;-1,05565;
Q21810;16,4404;16,1434;16,1403;16,4335;16,7305;16,7;16,2842;16,2403;0,602444;0,0989269;-0,199347;-1,27402;
Q21817;18,1468;18,4767;18,4001;18,5269;16,8521;16,4384;16,2665;15,2233;3,07171;0,000767959;2,19256;6,14891;+
Q21821;15,8148;16,0728;15,8001;15,7394;14,7639;14,4795;14,4671;14,5678;4,85037;0;1,28718;12,7767;+
Q21824;20,9906;21,8217;21,2863;21,6958;19,7303;18,8964;19,2819;19,5428;3,67353;0,000288253;2,08575;7,94049;+
Q21826;16,9342;16,9436;16,9239;16,9205;16,9939;16,3305;16,313;17,6858;0,113508;0,568033;0,0997725;0,305921;
Q21827;13,7783;15,193;14,6896;14,1557;13,2644;13,0611;12,9927;13,0035;2,31817;0,00225338;1,37374;4,35307;+
Q21828;15,8101;16,4286;15,513;15,6906;16,2743;15,5322;14,6755;15,6326;0,376163;0,199066;0,331946;0,864418;
Q21829;14,583;14,6342;14,8836;15,1301;14,4439;14,6022;15,2313;15,9763;0,287343;0,272032;-0,255707;-0,689953;
Q21831;15,2864;14,8475;15,6665;14,1735;14,6764;14,9807;14,1875;13,5423;0,700037;0,0749385;0,646763;1,44157;
Q21832;17,4842;18,2812;17,9827;18,118;18,5462;18,4041;18,044;18,0457;0,658398;0,0848201;-0,29346;-1,37052;
Q21840;12,7807;15,1138;14,9413;15,4848;13,2366;13,0463;12,8464;12,6668;1,40202;0,0138256;1,63112;2,61925;+
Q21849;14,9734;15,4816;15,025;15,3405;15,6253;15,1219;14,5357;15,3463;0,064906;0,723346;0,0478094;0,182527;
Q21850;17,6928;17,8025;17,6912;17,8242;17,6186;17,5947;17,067;17,4068;1,33395;0,0162154;0,330893;2,50283;+
Q21854;17,4901;18,3264;17,4981;17,6352;16,2411;16,0121;16,2721;16,4754;3,28536;0,000540779;1,48727;6,74305;+
Q21882;17,2411;17,4886;17,3157;16,668;17,178;17,6118;17,1888;17,4677;0,385852;0,192161;-0,183239;-0,88285;
Q21884;17,8673;18,6031;18,3791;18,9011;17,4569;17,8489;16,9483;16,9562;1,98844;0,00445815;1,13509;3,68498;+
Q21888;13,9237;15,2743;13,7753;15,4904;20,1334;19,7961;19,4494;19,6765;4,47437;0;-5,14794;-11,0005;+
Q21891;18,0501;19,548;18,4322;19,5686;16,7096;17,1942;18,3293;16,1089;1,60571;0,00902643;1,81425;2,97518;+
Q21897;15,0238;14,8268;14,8164;15,5132;12,9505;13,2537;12,9623;13,1107;4,49482;0;1,97575;11,0909;+
Q21898;19,5416;21,0649;20,6766;21,0655;19,9797;19,5856;19,1632;19,3424;1,42847;0,0129413;1,06942;2,6648;+
Q21902;17,8622;18,1655;18,0354;18,3047;17,9847;16,9926;17,3783;19,6457;0,0544021;0,761215;0,0915976;0,154525;
Q21915;15,5245;15,933;16,0691;16,3312;18,1259;18,2064;17,2281;17,6754;3,21522;0,000661017;-1,84449;-6,54323;+
Q21916;16,1376;16,4579;16,3904;16,7125;13,9759;15,5856;14,9095;14,979;2,35412;0,00210626;1,56208;4,42966;+
Q21924;13,4866;14,8436;14,8952;14,1853;18,1844;16,9119;17,1765;17,5506;3,44078;0,000426446;-3,10319;-7,20323;+
Q21925;14,4239;15,193;14,8955;15,2296;15,0529;15,5865;13,7462;14,5779;0,174886;0,429074;0,194616;0,44999;
Q21926;22,4086;22,3278;22,2954;22,55;17,8664;17,773;18,4437;18,1216;6,77431;0;4,34425;27,0636;+
Q21929;16,749;16,2178;16,2428;15,9082;17,0487;16,6878;17,1932;17,4069;1,88674;0,00520835;-0,804687;-3,49024;+
Q21930;15,6558;15,3927;15,1383;16,121;17,7413;17,3432;18,5067;18,3951;3,36827;0,000482003;-2,41963;-6,98548;+
Q21938;14,6134;15,3789;14,143;15,3178;13,3214;12,5029;12,9641;13,0614;2,84304;0,00104814;1,90083;5,55805;+
Q21939;18,1713;17,9885;17,0317;17,1104;14,1781;14,9382;14,4153;14,9716;3,79341;9,32E-05;2,94968;8,34445;+
Q21952;15,825;16,2997;16,4057;17,4144;14,3197;12,5815;12,5579;14,9399;2,22597;0,00271283;2,88642;4,16017;+
Q21955;14,142;15,0202;15,0156;15,1856;14,4925;14,7351;14,424;15,2028;0,166854;0,443914;0,127259;0,431763;
Q21959;17,5339;16,9303;17,3988;17,8383;17,1915;17,3732;16,388;15,9156;0,92079;0,0412924;0,708263;1,8116;+
Q21961;13,5946;14,5538;14,8221;14,3927;17,3613;17,3419;16,7575;17,2213;4,09808;0;-2,82973;-9,4523;+
Q21962;17,3614;17,6243;17,2901;17,4684;17,1263;17,35;16,9189;17,1126;1,45177;0,0123244;0,309061;2,70507;+
Q21966;21,5241;21,9025;21,1059;21,0509;20,048;19,82;19,5957;19,8031;3,43682;0,000425041;1,57918;7,19118;+
Q21986;17,836;18,1566;17,1947;17,9786;15,807;15,3463;15,578;15,1417;4,01639;0,00011898;2,32321;9,14327;+
Q21993;20,2644;20,5936;20,2933;20,5333;17,8714;17,6407;16,9129;17,5655;4,92999;0;2,92347;13,1856;+
Q21994;18,5517;19,2817;18,9646;18,8832;18,4131;18,2812;18,7205;19,0067;0,690299;0,0771138;0,314949;1,42501;
Q21997;14,7518;15,1427;14,5147;15,1012;16,9397;15,9457;15,5206;14,7547;0,976095;0,0364738;-0,912557;-1,90348;+
Q22000;14,883;14,6287;14,7202;15,4098;13,0188;13,3302;12,7136;13,2636;3,74511;0,000175365;1,82887;8,17964;+
Q22003;15,8483;16,3176;16,3084;16,4978;15,0705;14,9227;14,0312;15,047;2,69471;0,00152982;1,47518;5,1975;+
Q22006;15,64;15,3883;15,9711;15,3602;15,3723;15,3825;14,8193;14,57;1,17389;0,0225798;0,553904;2,23281;+
Q22013;15,4307;17,0607;16,6995;16,6859;16,9842;16,2845;16,5462;16,7449;0,171206;0,435362;-0,170724;-0,441658;
Q22017;16,2673;16,6814;16,6355;16,0917;15,235;15,365;14,7385;15,382;2,9998;0,000848263;1,23886;5,95829;+
Q22018;14,5328;14,9068;14,6943;15,2956;15,2203;15,1027;15,4446;15,2328;1,14608;0,0240707;-0,392714;-2,18632;+
Q22020;17,2982;17,645;17,4854;17,2315;16,6857;16,8882;16,6412;17,0578;2,36116;0,0020789;0,596805;4,44476;+
Q22021;15,5158;16,8597;15,9839;15,5263;18,6927;18,3252;18,5525;18,7887;3,66276;0,0002846;-2,61835;-7,90504;+
Q22031;17,646;17,0962;18,0256;16,9558;13,3308;13,3301;12,8167;12,863;5,29279;0;4,34571;15,2107;+
Q22036;14,6422;14,2674;14,8281;15,0456;14,1166;13,505;14,0627;14,4214;1,42205;0,0130433;0,669419;2,65373;+
Q22037;18,0587;18,6043;17,7705;18,0885;18,7534;18,6921;18,8031;18,3373;1,35657;0,0153564;-0,515975;-2,5414;+
Q22038;19,1767;20,2022;19,7941;20,2412;18,5707;18,1531;17,5384;17,9777;2,81467;0,00112655;1,79359;5,48777;+
Q22046;15,8913;16,9095;17,0974;16,7867;15,0733;16,0731;14,7131;12,1111;1,30846;0,0170652;2,17858;2,45952;+
Q22053;20,0256;20,1418;19,336;20,3805;18,9403;18,924;18,4897;18,4981;2,56098;0,00172147;1,25795;4,88654;+
Q22054;19,7539;20,5117;20,1277;20,9673;18,4167;18,1422;18,871;18,7586;2,94347;0,000945029;1,79302;5,81212;+
Q22056;15,3095;14,2912;14,0945;15,0015;12,5191;11,0844;13,3778;13,0076;2,02607;0,00411981;2,17693;3,7583;+
Q22065;16,3867;16,7987;16,6553;16,7306;15,9702;15,8054;15,2797;14,807;2,25243;0,00253246;1,17725;4,215;+
Q22067;20,1852;20,4482;20,3243;20,5974;19,4581;18,9969;19,9712;20,0174;1,63945;0,00852515;0,777881;3,0354;+
Q22078;14,3921;15,3513;14,3977;14,8898;15,7942;15,8834;15,2938;15,28;1,54853;0,00999369;-0,805133;-2,87399;+
Q22099;19,284;19,3836;19,1848;19,4987;18,451;18,483;18,7955;18,8221;2,95672;0,000918343;0,699845;5,84625;+
Q22100;17,2918;18,325;18,1559;17,8673;16,9298;17,0596;16,9786;16,8579;2,21349;0,00274624;0,953513;4,13443;+
Q22101;19,438;19,6622;19,4247;19,5954;17,9922;18,4468;17,7991;17,7457;3,98715;0,00011336;1,5341;9,03485;+
Q22109;17,7971;19,8168;18,9361;19,4788;13,3583;14,2378;14,6023;12,67;3,84376;9,78E-05;5,2901;8,51931;+
Q22111;13,3862;15,386;14,6639;15,3612;14,9441;13,625;13,441;14,943;0,312902;0,248536;0,46103;0,741272;
Q22120;14,7891;15,3599;14,8436;14,635;13,7457;14,3522;14,2774;14,0061;2,08513;0,00361181;0,811523;3,8748;+
Q22129;16,713;18,3059;17,5239;17,9016;16,8264;16,6473;16,5594;16,5695;1,4978;0,0110947;0,960455;2,78508;+
Q22134;15,0736;14,6744;15,6844;14,5357;15,7785;14,9967;14,0187;14,7936;0,0770945;0,679707;0,09516;0,214385;
Q22135;17,5901;20,0192;16,0307;18,9697;15,4929;14,2522;15,1776;15,1105;1,87937;0,00536431;3,14415;3,47632;+
Q22137;16,9606;18,8718;16,8976;18,4036;17,2707;17,5284;16,9639;16,9653;0,534517;0,120457;0,60131;1,15484;
Q22139;16,9252;17,4399;17,3444;17,6819;15,599;15,5019;15,1717;15,589;4,25436;0;1,88243;10,0696;+
Q22140;15,0368;15,8692;15,4045;15,0094;14,5217;16,0453;16,2542;16,0315;0,371403;0,202334;-0,383214;-0,855322;
Q22144;14,8037;15,3915;14,3326;15,3015;13,7346;16,4456;14,0255;14,707;0,131673;0,521912;0,229172;0,349771;
Q22159;14,6118;15,1092;14,7948;15,2423;15,4739;14,5362;14,4509;14,1836;0,385049;0,192732;0,278375;0,881327;
Q22161;15,5066;15,4889;15,9739;15,0836;15,8448;15,8712;16,063;16,2842;1,27918;0,0182992;-0,502559;-2,40991;+
Q22169;13,8954;15,0676;14,8302;15,4129;17,5965;18,0126;17,4259;17,8924;3,79095;0,000185635;-2,93032;-8,33597;+
Q22170;15,7782;15,9163;16,1366;16,5285;15,6819;15,7649;15,2438;15,3094;1,51483;0,010608;0,589908;2,81483;+
Q22171;15,011;15,2973;15,0666;15,3322;15,1775;14,4756;15,4092;15,7695;0,0379311;0,829276;-0,0311592;-0,109514;
Q22183;16,0295;16,4792;17,3233;16,7016;16,106;16,5377;16,7143;16,464;0,242459;0,323046;0,177926;0,597224;
Q22192;18,0059;18,2967;17,7362;18,5069;17,1233;14,184;16,454;17,2084;1,39522;0,0140624;1,89401;2,60757;+
Q22235;18,7794;19,9393;19,3115;19,5291;19,0483;19,0985;18,6512;18,9387;0,879398;0,0462763;0,455633;1,74274;+
Q22240;16,7561;17,2502;16,913;17,9068;15,6331;15,4528;15,2743;15,8223;2,98127;0,00083906;1,6609;5,90992;+
Q22251;15,3492;15,7325;15,439;15,6714;14,6541;15,6707;14,9429;14,7806;1,14613;0,0240775;0,535931;2,18639;+
Q22253;16,5464;17,0554;16,6228;16,4807;17,9238;18,0036;17,6511;17,7369;3,54581;0,000300537;-1,15252;-7,5285;+
Q22254;14,8138;15,3704;14,7346;15,2394;13,7182;14,4915;14,3617;14,1097;2,02726;0,00406894;0,869297;3,76063;+
Q22257;15,7576;16,398;15,5388;16,3678;15,3014;15,308;14,6935;14,779;1,97131;0,00458686;0,995043;3,65184;+
Q22262;14,4932;15,0352;14,4716;15,2377;13,141;12,8166;12,9057;13,0183;3,96121;0,000109804;1,83901;8,93962;+
Q22263;14,4056;14,8203;14,2437;15,1991;13,2357;13,3074;12,8156;13,1837;3,14533;0,000670241;1,53157;6,34881;+
Q22285;21,1031;21,5726;21,0571;21,614;19,2022;19,0961;20,4378;20,5886;1,92487;0,00500431;1,50554;3,56269;+
Q22288;23,8501;24,3835;23,9655;24,0537;20,4521;20,2424;20,7383;20,6617;6,2546;0;3,5396;22,1311;+
Q22290;17,7113;18,4313;17,4305;17,7645;15,7824;16,2943;15,4242;15,5547;3,45418;0,000432886;2,07045;7,24407;+
Q22307;14,7762;15,4734;14,7021;15,0604;15,9042;14,7542;13,859;16,5517;0,163296;0,4507;-0,264232;-0,423633;
Q22308;16,572;16,9964;16,4763;17,1782;15,8566;16,1856;15,3563;15,6668;2,29429;0,0023739;1,03941;4,30262;+
Q22336;14,4141;14,5923;14,0174;14,5822;17,4704;17,4818;16,7876;16,8401;4,63437;0;-2,74346;-11,7262;+
Q22341;17,2023;18,1649;17,8915;18,3293;17,0486;16,6028;16,0364;16,9856;1,94947;0,00479565;1,22862;3,60979;+
Q22347;19,304;19,5722;19,3172;19,0751;17,2669;17,5278;17,5014;17,7294;4,90215;0;1,81079;13,0412;+
Q22352;17,3293;18,1739;17,5128;18,2976;17,5981;17,4193;17,6287;17,7011;0,437164;0,16234;0,241618;0,97885;
Q22361;14,8409;14,0265;14,6386;15,2353;16,9582;16,4769;16,396;16,4176;3,22914;0,00060727;-1,87683;-6,58253;+
Q22368;14,6688;14,4572;14,4128;14,8909;13,3453;13,1097;12,2674;13,2201;3,03741;0,000791045;1,62179;6,05741;+
Q22370;18,3705;18,287;18,5557;18,2127;15,9795;16,0071;16,3591;16,1832;5,91033;0;2,22425;19,3607;+
Q22387;21,5456;22,0169;21,5282;22,0936;15,8912;16,4314;16,6686;16,9417;5,95981;0;5,31284;19,737;+
Q22392;15,0278;15,0882;13,7584;15,1743;18,357;18,1083;17,9713;19,2618;3,76567;0,000178723;-3,66241;-8,24944;+
Q22396;14,5428;15,3798;15,0474;14,9154;14,2016;15,569;13,8625;13,844;0,650901;0,0867258;0,602054;1,35767;
Q22412;15,0554;16,306;15,1417;16,3905;15,8765;14,8911;15,0522;15,4726;0,41841;0,173123;0,400311;0,944061;
Q22417;14,9083;14,93;13,0063;15,1897;13,779;14,0665;14,1172;14,2511;0,386753;0,191562;0,455119;0,884559;
Q22419;14,895;15,0983;15,0008;14,8961;13,1111;13,3469;12,9285;13,0866;5,82332;0;1,85426;18,7159;+
Q22436;16,1484;16,5515;16,846;17,2395;15,545;14,946;14,2792;14,2956;2,64222;0,00150341;1,92992;5,0739;+
Q22437;16,246;17,0929;15,997;16,8782;16,3723;16,6151;15,386;15,8933;0,616247;0,095358;0,486839;1,29795;
Q22438;16,9368;17,119;16,3164;17,7501;15,8405;15,7502;15,0082;15,8622;2,12142;0,00334789;1,41532;3,9473;+
Q22453;13,2449;14,7893;15,0315;14,4644;13,195;13,0476;12,8934;12,7712;1,86678;0,00546424;1,40574;3,45259;+
Q22460;14,1018;14,392;15,0701;14,5816;16,1874;16,6599;15,7228;15,9002;2,81198;0,00112292;-1,5812;-5,48113;+
Q22469;14,8493;14,6917;14,3586;15,4322;13,4551;15,1389;14,4145;14,489;0,509253;0,129595;0,458562;1,10983;
Q22470;16,7709;16,1555;16,738;16,5516;14,0441;14,5033;13,5885;14,0628;4,40348;0;2,50434;10,6923;+
Q22472;14,7845;14,9178;14,4088;15,3193;13,2654;13,3575;12,9278;12,8923;3,65555;0,00028322;1,74684;7,88138;+
Q22482;14,824;14,8089;14,3878;15,1734;10,3222;9,20872;12,9273;10,7475;2,62039;0,00148177;3,99712;5,0231;+
Q22483;14,8927;15,3585;14,4833;14,1645;12,9618;13,3006;12,9492;13,2418;2,96686;0,000870293;1,61142;5,87247;+
Q22492;20,9095;21,1126;20,8229;21,0057;19,7339;19,3785;20,1293;20,0221;3,16315;0,000677966;1,14669;6,39795;+
Q22494;20,5282;20,7635;20,4922;20,6595;19,9843;19,8216;19,6746;19,7312;3,91928;0,000105927;0,807948;8,78752;+
Q22496;14,9012;16,0457;15,7259;16,0714;15,3132;13,727;14,9089;15,7123;0,744072;0,0666452;0,770723;1,51613;
Q22499;14,2892;15,4913;13,0349;14,6255;16,7503;16,7868;16,4522;16,5534;2,34725;0,00211624;-2,27545;-4,41497;+
Q22505;19,0002;19,628;19,135;19,3187;17,6424;17,4926;17,5197;17,6006;4,72702;0;1,70663;12,1665;+
Q22508;18,2895;19,6385;18,5438;19,8691;18,6376;18,2377;18,439;18,5973;0,739418;0,0675688;0,607352;1,50827;
Q22515;16,7209;16,5196;16,199;16,643;16,6932;16,6165;16,0664;16,4768;0,118174;0,555361;0,0573916;0,31729;
Q22516;14,9324;14,9893;14,7645;14,4799;13,799;14,2641;13,6182;14,331;2,03689;0,0039714;0,788449;3,77951;+
Q22524;14,8991;15,1107;14,8795;14,8301;13,2804;13,2116;12,9324;13,3593;5,34555;0;1,73396;15,5288;+
Q22527;13,6847;14,4154;14,928;14,9746;12,8053;13,2797;12,9417;13,3313;2,30482;0,00229099;1,41119;4,32483;+
Q22528;16,5364;16,8488;16,4106;17,0694;15,2536;15,9953;14,9245;15,2985;2,60612;0,00149453;1,34835;4,99007;+
Q22531;16,3358;17,6631;17,0389;17,9234;15,5647;15,9636;15,4589;15,2667;2,32821;0,00217719;1,67678;4,37439;+
Q22532;15,0036;15,3694;14,8529;15,4373;13,2378;12,6321;12,5669;12,9714;4,4717;0;2,31374;10,9888;+
Q22559;14,9229;15,3368;14,7024;14,442;14,5491;13,5908;14,6095;12,8861;1,07818;0,0285291;0,94216;2,07313;+
Q22562;19,2447;20,3596;18,6825;19,1472;17,9483;17,9955;17,9137;17,8841;2,14452;0,00322815;1,42309;3,99381;+
Q22579;14,8782;15,5017;14,6193;15,4433;17,1297;17,4679;16,6425;16,7881;3,26321;0,000618287;-1,89641;-6,67944;+
Q22588;15,4534;16,0149;15,2266;15,6249;16,5597;16,5566;16,2737;15,9876;1,91937;0,0050323;-0,76445;-3,5522;+
Q22600;14,8749;14,962;14,7866;14,3014;12,65;14,3658;13,6099;13,4655;1,71336;0,00737846;1,20843;3,1688;+
Q22601;17,9723;17,8165;17,6286;17,7485;16,0814;16,2411;15,7379;15,9782;5,07627;0;1,78182;13,9692;+
Q22615;14,4761;15,4764;14,7216;13,9797;16,4457;15,7836;15,5153;16,4017;1,91407;0,00501072;-1,37313;-3,5421;+
Q22616;14,9738;15,4766;14,9943;15,4351;12,8559;13,1366;12,82;13,2681;4,81538;0;2,19983;12,6008;+
