Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value daf2_d15_N2_d15;Student's T-test q-value  daf2_d15_N2_d15; Student's T-test Difference  daf2_d15_N2_d15;Student's T-test Test statistic  daf2_d15_N2_d15;Sign p-val: 0.05 
D4YWC3(51);18,6027;18,8599;16,9611;18,9917;19,5009;19,2418;20,1568;19,9743;1,41633;0,0785074;-1,3646;-2,64387;
D4YWC3(59);24,7816;26,302;25,8095;24,7181;22,4403;21,7384;23,933;21,8328;2,41429;0,0134511;2,9167;4,55968;+
D4YWC3(68);18,081;19,5854;18,5083;19,1319;21,0613;17,9171;20,3933;21,3056;0,789187;0,244239;-1,34268;-1,59203;
D4YWC3(69);20,3074;18,3537;18,1087;19,952;18,6294;18,1736;18,6854;19,27;0,352811;0,522354;0,490836;0,819548;
D5MCN2(642);21,1467;19,5556;19,0781;18,9934;20,6012;18,8223;19,3996;21,9045;0,232839;0,633121;-0,48844;-0,576867;
D5MCQ2(258);18,8687;19,5902;20,3204;20,0103;21,3981;22,3766;22,0579;20,421;1,88878;0,0340912;-1,86603;-3,4941;+
O17698(246);18,7278;20,6151;17,9973;19,6184;20,2875;19,6054;21,3499;18,9482;0,480526;0,418021;-0,808063;-1,05812;
D5SGZ9(55);19,629;20,1536;18,6924;18,8233;19,6164;20,7472;18,8844;19,2969;0,239106;0,626414;-0,311634;-0,59015;
D5SGZ9(7);21,2519;20,2825;19,9894;20,569;19,8607;21,7844;19,5964;17,5752;0,39894;0,480505;0,81902;0,907587;
D5SGZ9(3);18,5031;21,0808;19,748;20,0726;20,7988;21,0275;19,3295;18,8729;0,0743607;0,863013;-0,156076;-0,207297;
D6R8W5(331);18,7895;19,6993;19,6063;21,8178;21,4353;19,3251;21,4841;18,4386;0,06854;0,875003;-0,192518;-0,192095;
D6VPA0(272);18,5305;18,1271;20,5708;18,6003;22,0731;22,3152;22,4858;22,2023;3,00396;0,00458216;-3,31193;-5,96918;+
D7SFI3(84);19,3525;18,9399;18,8102;17,7072;21,8938;17,2162;21,0041;19,49;0,508133;0,395938;-1,19857;-1,10782;
D7SFI3(114);25,0042;24,7764;26,0137;25,5909;24,4046;24,112;23,997;23,4052;2,09641;0,0243206;1,3666;3,89726;+
D7SFI3(13);20,0314;19,9788;20,57;20,0117;21,9387;21,7323;19,3936;19,951;0,410837;0,46908;-0,605942;-0,92992;
D7SFP5(20);19,2452;20,4627;18,8628;21,1228;19,7503;20,4103;21,265;20,8852;0,48023;0,417912;-0,654338;-1,05758;
D7SFP5(70);18,698;19,2478;21,2026;20,6352;16,4054;18,4077;21,2229;20,6242;0,256362;0,607654;0,780859;0,626331;
D7UU24(368);19,3703;21,7601;19,0059;20,1663;19,7748;19,8578;19,3836;19,3676;0,326253;0,542872;0,479704;0,767698;
D7UU24(370);21,2234;17,7946;19,5148;20,2606;21,6993;19,5355;17,6714;20,4648;0,045148;0,918236;-0,144405;-0,129408;
Q9U3I3(603);21,0144;17,4525;20,1776;20,5172;20,0896;19,7406;19,8324;20,4793;0,111376;0,795036;-0,245062;-0,300699;
D9PTP5(209);19,6057;19,7345;20,7807;19,4985;19,9042;18,9178;16,2128;17,788;1,03931;0,156034;1,6992;2,00848;
D9PTP5(210);21,5702;18,5996;19,8316;18,8321;20,4092;19,2159;19,3386;18,297;0,192834;0,680274;0,393194;0,490119;
D9PTP5(190);19,1157;20,9234;19,1571;20,6332;19,6739;20,1947;19,1326;21,3461;0,0687606;0,874953;-0,129458;-0,192674;
E0AHE1(13);19,9896;19,5121;19,4418;18,0267;23,0031;22,3217;24,0063;24,4271;3,22748;0,00361582;-4,19699;-6,57783;+
Q20396(252);23,9415;23,2762;24,6398;24,7561;26,2846;24,8903;25,8383;25,5543;1,78598;0,0409057;-1,48846;-3,30191;+
E1B6S4(182);19,254;16,5689;19,9233;21,1081;21,5491;22,9226;24,871;22,5627;1,71495;0,0463502;-3,76279;-3,17169;+
E1B6U2(28);18,7058;20,7953;17,9807;18,6959;23,929;24,0364;25,0964;23,1027;3,31216;0,00301538;-4,99668;-6,82065;+
E1B6W0(690);25,0146;25,102;26,5504;26,5668;28,5413;28,261;26,5334;22,6261;0,186931;0,687944;-0,682016;-0,477009;
E3W743(373);19,5499;21,6473;18,6618;20,9563;19,4698;19,407;19,8275;17,5268;0,644844;0,313742;1,14603;1,34726;
E3W743(720);19,9794;20,2368;19,4848;19,1537;20,0074;19,5519;17,5674;20,1372;0,252178;0,610656;0,397703;0,617609;
E3W743(803);18,396;19,0015;20,027;19,0836;20,0883;21,5449;20,3009;19,5996;1,24591;0,10625;-1,25641;-2,35375;
E3W743(764);17,5359;21,2635;21,499;15,8072;18,2948;17,7425;18,9372;20,7214;0,0225651;0,962452;0,102426;0,0662009;
E3W743(841);19,8804;18,3062;20,1295;18,8133;20,0467;21,0779;19,7661;20,8193;1,12383;0,134672;-1,14518;-2,14917;
E3W743(761);19,3468;20,1755;20,9784;20,2805;21,3542;19,4475;18,4206;21,3112;0,0265928;0,956845;0,0619159;0,0776845;
E3W743(1340);21,4912;20,587;20,5222;18,9356;19,6761;20,3826;19,1973;18,5781;0,684765;0,293516;0,925441;1,41558;
E3W743(1261);19,5206;21,0762;20,2064;20,29;19,756;21,5578;19,0442;19,5797;0,178082;0,701899;0,288901;0,457195;
E3W743(1269);21,0054;18,6208;20,1056;21,2682;24,9955;23,1551;25,5042;22,7257;2,26764;0,0181871;-3,84514;-4,24673;+
E3W743(785);18,6865;19,8835;21,5346;18,9204;20,4887;20,0819;19,0151;19,1537;0,0332919;0,944032;0,0713859;0,0965776;
E3W743(874);21,1284;19,3044;17,7394;21,4766;21,0101;20,7695;19,9182;20,6416;0,316781;0,552874;-0,672685;-0,748977;
E3W743(745);18,3581;19,8799;19,9208;19,2471;24,619;24,5307;24,2829;21,9412;3,05707;0,0047581;-4,49197;-6,10972;+
E3W743(369);17,9663;21,1354;17,0379;21,597;17,693;20,8738;20,3564;19,5591;0,0490105;0,912469;-0,186449;-0,139944;
E3W743(971);20,5544;20,0705;20,3062;19,4749;20,1254;19,8166;20,7007;19,3465;0,104877;0,805389;0,104211;0,284681;
E3W759(44);23,0788;23,7842;23,5999;23,6614;20,9392;20,129;21,0024;19,7439;3,94893;0,00154217;3,07743;8,89481;+
Q21162(96);17,8676;19,9636;20,303;21,3869;20,8982;19,6229;19,7787;20,8728;0,201003;0,673899;-0,412868;-0,508124;
Q21162(35);21,4918;20,1998;20,3549;19,7311;20,3904;19,6184;18,7218;20,7842;0,427309;0,456477;0,565701;0,96061;
Q21162(77);23,6846;24,1238;22,4931;24,9414;27,0644;26,1601;23,7526;25,3785;1,06294;0,149707;-1,77815;-2,04777;
Q21162(69);21,7689;21,9148;22,5964;22,9578;24,6941;23,3203;22,6984;25,1834;1,38047;0,0823564;-1,66457;-2,58228;
F5GU98(1033);18,4269;19,0028;21,1149;20,5721;27,0809;25,4645;23,4729;22,9605;2,31772;0,0160238;-4,96552;-4,35211;+
F5GU98(595);26,9491;25,9999;26,1526;25,8082;30,9591;30,2948;28,2682;29,8961;2,94044;0,00476018;-3,62709;-5,80432;+
F5GU98(474);23,4423;23,7714;23,2042;23,9621;25,3941;24,5854;26,4025;23,3723;1,05066;0,153088;-1,34358;-2,02735;
F5GU98(989);18,7056;18,9468;17,2448;20,6488;18,6861;18,8268;20,0567;20,0492;0,269861;0,597794;-0,518201;-0,654254;
F5GU98(932);19,7189;20,4488;17,1987;18,8627;18,4593;18,1113;19,8684;20,0161;0,0226407;0,962767;-0,0564985;-0,0664174;
F5GUH0(79);20,1698;19,8744;19,3804;21,0512;19,3909;18,9897;19,9869;18,8528;0,960884;0,181886;0,813869;1,87822;
F5GUH0(108);24,1658;24,5072;23,6697;24,2302;23,1278;23,3311;21,8899;21,1776;1,76062;0,043172;1,76162;3,25519;+
F5GUH0(115);18,9796;18,4124;21,3902;20,7015;21,5083;20,5109;20,4935;20,2051;0,485272;0,413843;-0,808551;-1,0667;
F5GUH5(198);18,5171;21,1316;19,7788;20,392;19,5375;20,9479;20,4123;17,4598;0,147215;0,743604;0,365501;0,386444;
F5GUH5(200);24,7026;23,7067;22,6129;23,8248;22,6418;22,1889;22,694;23,9997;0,695725;0,289142;0,830608;1,43424;
F5GUH5(169);19,7152;19,9118;17,7812;18,2245;20,5658;19,7671;19,987;19,5756;0,948728;0,186355;-1,06571;-1,85803;
F5GUH5(171);19,1642;21,0579;19,0703;19,428;23,2363;22,515;23,1371;23,6215;3,25066;0,00368876;-3,44741;-6,64362;+
F5GUH5(249);23,8943;24,171;23,9042;24,0252;24,5193;23,2254;22,3751;25,3901;0,0640046;0,884147;0,121207;0,180144;
F5GUH5(251);18,6259;18,3051;21,0723;19,0431;18,2586;21,1681;17,886;21,283;0,131933;0,766767;-0,387344;-0,350391;
F5GUH5(311);18,7506;20,7393;20,2374;18,1614;21,46;19,4497;20,4328;19,4021;0,404095;0,47486;-0,713997;-0,917282;
F5GUH5(313);19,2348;19,1243;20,9028;19,877;20,0819;20,4092;21,3217;21,2655;0,987259;0,171958;-0,98486;-1,92202;
F5GUH5(209);22,2501;23,3514;23,4734;22,6677;19,8339;21,0678;19,5667;19,569;3,14738;0,00404301;2,92628;6,35447;+
F5GUH5(20);18,6415;20,6048;18,9005;18,9321;19,7619;20,4334;19,9032;19,1691;0,477914;0,419494;-0,547168;-1,05338;
F5GUH5(340);24,0202;24,2891;24,2304;23,7033;20,2409;20,0189;20,2749;20,0735;6,73937;0;3,90868;26,7005;+
F5GUH5(351);20,0296;19,3506;20,352;21,8211;20,3171;19,7158;19,5914;20,5238;0,252392;0,610683;0,351303;0,618056;
F5GUH5(178);18,3959;20,2779;18,0105;18,1806;19,388;19,3537;19,3861;21,0336;0,795725;0,240969;-1,07412;-1,60299;
F5GUH5(180);18,7428;18,1314;19,2682;18,9945;18,3745;19,6509;20,3413;18,3072;0,288965;0,580003;-0,384254;-0,693239;
F5GUH5(49);19,1699;20,7769;20,5734;20,2358;21,36;18,7137;20,6125;21,4307;0,182931;0,694473;-0,34023;-0,468076;
F5GUH5(282);18,4114;20,0616;19,181;20,1005;23,5736;24,1937;23,8737;27,0151;2,96577;0,00484793;-5,22539;-5,86965;+
F5GUH5(189);22,2675;22,9011;22,5964;21,7241;19,3578;21,7353;19,9574;18,787;1,90034;0,0337473;2,41286;3,51601;+
F5GUH5(11);23,7652;24,9167;22,2059;23,6948;20,6793;19,4896;20,0397;20,6349;2,8259;0,0071446;3,43479;5,51551;+
F5GUH5(76);23,562;23,7002;23,188;23,8062;20,3573;20,4227;19,8166;19,3413;4,78572;0,00121429;3,5796;12,4534;+
F5GUH5(87);18,8245;19,505;18,8459;19,8368;19,4498;21,7505;18,9672;18,4686;0,210562;0,662543;-0,405961;-0,528997;
F5GUH5(218);20,3694;21,6371;21,7802;22,5236;19,3317;19,9094;21,0387;21,478;0,856936;0,217526;1,13814;1,70531;
F5GUH5(40);24,2782;24,7165;23,3254;24,3401;19,7478;20,2371;19,9606;21,8212;3,26904;0,00320235;3,72338;6,69613;+
F5GUH5(58);22,798;21,9788;23,6185;23,0899;17,1606;19,2172;19,7994;19,4629;2,92634;0,0050625;3,96131;5,7682;+
F5GUH5(123);18,1704;20,8381;20,958;18,8777;21,9835;17,8418;20,3553;21,1664;0,220372;0,650697;-0,625685;-0,550206;
F5GUH5(136);23,8953;24,2996;22,0951;24,4569;24,6384;22,5866;22,2145;24,7368;0,0587165;0,892247;0,142636;0,16609;
F5GUH5(160);19,8698;21,4613;21,1168;17,6018;20,1652;18,7826;20,4322;19,1907;0,147198;0,743396;0,369797;0,386404;
F5GUH5(273);21,4967;21,811;22,2157;21,1005;20,6266;18,0197;20,7001;19,9462;1,47429;0,0715393;1,83285;2,74413;
F5GUH5(138);24,2959;25,1713;25,3129;24,5344;30,3155;30,4575;27,9955;30,4557;3,57789;0,00248221;-4,97745;-7,63028;+
F5GUH5(375);22,9736;23,5378;24,2119;24,0029;21,2619;20,3575;20,1667;21,0832;3,60559;0,00237344;2,96424;7,71904;+
F5GUH5(29);19,2363;20,1327;20,697;19,025;21,8388;19,8537;18,5224;19,157;0,029481;0,952589;-0,070231;-0,0858613;
F5GUH5(107);19,098;19,8064;18,0334;19,2261;22,9495;21,7835;21,0992;22,6169;2,82358;0,0073252;-3,0713;-5,50978;+
F5GUH5(364);24,1312;23,103;23,4016;23,6135;20,132;19,4976;20,1909;19,7235;4,98417;0,00174359;3,67633;13,4709;+
F5GUH5(355);20,792;18,3472;18,7913;19,8455;20,9535;18,3628;20,4228;21,8979;0,47135;0,424017;-0,965241;-1,04147;
F5GUH5(236);19,0207;20,4635;20,1565;20,626;18,5039;20,0466;19,8599;19,085;0,653891;0,30984;0,692808;1,3628;
F5GUH5(94);20,5294;20,7854;19,3329;20,4776;19,5146;20,557;19,3573;19,4604;0,621391;0,327825;0,55898;1,30684;
G1K0V8(71);20,1759;19,1737;20,2721;17,2011;21,4704;17,7626;17,6638;17,1825;0,225679;0,644271;0,685875;0,561595;
G1K0V8(72);20,1846;20,3208;20,1338;19,0925;21,0907;20,1917;19,918;20,7064;0,681758;0,294635;-0,543754;-1,41045;
Q1ZXU6(614);24,8161;24,5871;26,1711;23,4272;27,7863;27,1907;25,4251;27,1543;1,51693;0,0657847;-2,13874;-2,81851;
G3MU14(260);21,1712;18,737;20,7966;19,2371;23,9174;22,9295;22,9544;19,6968;1,14384;0,129744;-2,38903;-2,18257;
G3MU81(396);21,8997;21,3468;21,3703;22,3275;24,5105;24,4297;23,8688;23,8909;3,80696;0,00131959;-2,4389;-8,3912;+
G3MU88(76);17,4973;21,0118;20,6951;19,3674;21,0901;20,9394;19,8595;19,3134;0,305011;0,563148;-0,657689;-0,725534;
G3MU88(361);20,1175;19,8538;17,8352;19,1362;19,3226;19,5512;19,4274;17,0984;0,195682;0,678468;0,385795;0,496413;
G4RTI0(155);19,4735;18,2685;17,8493;19,278;20,6539;17,3072;19,706;17,1653;0,00322592;0,994427;0,00924206;0,00966807;
G4S034(2016);23,1509;23,2401;24,7867;22,6821;20,3312;19,4854;18,7793;20,0732;3,24622;0,00367816;3,79769;6,63097;+
G4S034(1135);22,9801;20,4408;23,1888;22,5048;18,8935;20,8898;20,9171;21,3071;1,11559;0,136588;1,77674;2,13544;
G4S034(458);18,6139;21,5158;19,0496;20,0268;24,1211;23,4561;25,2415;23,6366;2,8948;0,00540564;-4,31232;-5,68796;+
G4S034(461);18,0082;19,1971;20,2341;17,9757;20,5526;19,6342;21,1369;21,7295;1,46207;0,0733664;-1,90954;-2,72292;
G4S1A4(58);19,7159;20,658;17,9004;21,1332;23,2458;23,8072;24,1225;23,0268;2,56049;0,0111821;-3,69868;-4,8854;+
G4S1A4(210);23,6456;24,2124;23,2961;24,6657;26,5684;25,2574;24,7388;26,3982;1,79984;0,0402598;-1,78577;-3,32756;+
G4S1A4(130);19,1933;21,4804;20,1924;20,8364;21,1853;20,6856;20,357;21,3737;0,383806;0,492023;-0,474754;-0,878966;
G4S1A4(139);20,7199;19,2736;18,7174;18,6404;22,4073;21,8101;23,2043;21,6621;2,57727;0,0109845;-2,93307;-4,92373;+
G4S1A4(63);18,8225;21,3308;21,6247;21,304;20,0327;20,1123;20,5357;19,1896;0,51963;0,388651;0,80293;1,12837;
G4S1A4(3);19,4996;18,9805;19,9824;18,9381;25,905;24,3068;23,9566;20,0154;1,78004;0,0414662;-4,19578;-3,29094;+
G4S3P8(307);22,1035;22,2187;21,5291;24,195;25,3189;26,5279;25,6915;26,0265;2,74593;0,00792366;-3,37961;-5,32009;+
Q20314(82);20,3783;19,6373;20,2651;19,9383;23,4777;24,0789;24,4995;23,3749;4,72413;0,00109677;-3,80301;-12,1526;+
G4SI07(405);17,8586;18,6413;20,8617;18,2609;17,3815;18,1687;17,9217;19,6917;0,310757;0,558248;0,61473;0,737004;
G4SI07(267);17,9877;19,2886;19,7746;21,27;19,8415;20,2842;21,4449;21,2217;0,697978;0,288712;-1,11787;-1,43807;
G4SL51(394);24,5854;24,1378;22,9481;23,538;22,4158;23,1109;23,9931;23,6942;0,449346;0,440123;0,498841;1,00128;
G4SLH0(5002);18,835;21,1447;19,2494;19,1681;21,0937;20,1407;19,0024;21,2089;0,47114;0,423921;-0,762133;-1,04109;
G4SLH0(5714);18,8202;20,8771;18,306;18,8345;20,7891;19,4975;18,3821;21,4322;0,405663;0,473589;-0,815789;-0,920224;
G4SLH0(4662);20,8205;19,2384;21,6695;19,1572;21,9105;18,8955;19,4174;19,6534;0,102149;0,808182;0,252181;0,277913;
G4SLH0(12613);20,0607;19,667;20,6027;21,8765;20,834;21,0116;19,9613;18,7106;0,240218;0,625428;0,422355;0,592497;
G4SLH0(4770);19,748;21,9697;18,4539;19,1298;20,1276;20,231;20,2956;17,3595;0,114352;0,789812;0,321927;0,307982;
G4SLH0(5877);18,8913;19,0688;18,7717;20,657;19,526;18,0778;19,0989;21,8904;0,122384;0,778519;-0,301075;-0,327487;
G4SPY1(23);20,9449;20,9809;18,4936;18,9223;23,8993;23,0619;24,0711;24,1859;2,87366;0,00608102;-3,96913;-5,63463;+
G4SRU7(40);18,0742;19,5634;19,3724;18,9875;20,4092;18,0831;21,4657;20,9197;0,733504;0,272982;-1,22002;-1,49828;
G5EBF0(9);18,7841;19,1182;19,8218;19,7676;18,84;20,65;17,4539;19,2496;0,179542;0,700119;0,324533;0,460477;
G5EBF3(141);19,451;18,165;20,075;19,8112;19,8464;20,2186;19,9733;17,6009;0,0156448;0,97465;-0,0342546;-0,0462425;
G5EBF3(43);20,5387;20,3424;19,7117;20,7442;18,4318;19,844;21,4777;20,4537;0,161196;0,724039;0,282496;0,418818;
G5EBF3(46);17,8566;20,4192;21,5721;19,8028;18,2787;20,4461;21,2092;19,072;0,0557058;0,897073;0,161208;0,158029;
G5EBF3(58);18,6577;21,0447;20,7049;20,8637;20,7327;21,6355;18,9978;20,3324;0,0478103;0,915038;-0,106876;-0,136678;
G5EBF3(74);17,7976;20,3524;19,6828;19,7362;18,9164;19,8234;19,4216;20,4987;0,162678;0,72299;-0,272742;-0,422216;
G5EBF3(88);20,2736;19,1339;20,1962;18,0729;18,9492;19,684;21,4813;21,0635;0,511564;0,39416;-0,875357;-1,11396;
G5EBF3(27);21,2557;20,9493;20,5396;20,5329;20,4647;20,069;17,7992;18,0776;1,3011;0,0957616;1,71675;2,44703;
G5EBF3(21);21,1527;20,6197;19,931;18,5115;20,8016;19,8737;21,1281;21,3161;0,508323;0,396253;-0,72611;-1,10816;
G5EBF3(130);18,9777;20,3901;21,4175;18,351;19,1335;21,2522;18,9884;19,3179;0,0444367;0,919217;0,111112;0,12746;
G5EBF3(134);18,1565;18,7995;20,8763;19,5106;19,483;18,9951;20,6263;19,4154;0,167328;0,716626;-0,29424;-0,432841;
G5EBF3(79);18,0334;19,8328;19,6398;18,6498;20,403;21,1487;20,2297;20,6373;1,80825;0,0399549;-1,56572;-3,34316;+
G5EBF4(346);19,481;20,4174;19,2009;17,8577;20,7393;18,3722;18,8534;20,2221;0,153002;0,735641;-0,307501;-0,399914;
G5EGE0(1033);20,6495;20,2652;18,6958;17,9784;20,0921;21,0957;20,3984;17,8809;0,196974;0,678449;-0,469544;-0,499262;
G5EBI0(163);20,0479;21,849;20,7774;19,8707;24,9342;23,6184;23,9278;26,5276;2,68773;0,00854275;-4,11575;-5,18095;+
G5EBJ9(424);17,3424;20,8771;19,0052;20,0622;18,8404;19,6749;20,508;21,8597;0,395257;0,4826;-0,89905;-0,900643;
G5EBJ9(223);19,884;20,8054;19,2007;19,2067;19,6938;19,0997;19,0914;21,8779;0,0786831;0,854188;-0,166501;-0,21849;
G5EBJ9(271);19,7518;18,964;21,2728;19,5246;20,4306;17,6989;20,4288;18,9032;0,253973;0,610423;0,512945;0,621354;
G5EBJ9(414);18,1485;17,5862;21,6552;19,7584;19,5247;19,7062;20,8678;20,5808;0,399934;0,479807;-0,882789;-0,909459;
G5EBJ9(45);20,769;20,9354;19,7788;21,0694;21,9906;20,0712;21,4309;20,8944;0,401402;0,478104;-0,458634;-0,91222;
G5EBK3(318);17,8008;21,4691;20,1281;20,5195;20,4479;21,6142;20,6203;21,4779;0,602024;0,339525;-1,06071;-1,27329;
G5EBK3(324);18,4639;20,5011;20,5682;19,4553;18,8732;18,403;19,5413;19,3917;0,581537;0,35211;0,694823;1,2376;
G5EBK3(402);20,3905;21,6816;18,7516;21,51;20,7056;17,2417;21,3314;19,6897;0,316481;0,552978;0,84135;0,748381;
G5EBK3(308);20,2638;20,0934;18,5658;21,2824;20,7719;19,8037;18,3326;19,4403;0,251392;0,611711;0,464198;0,615967;
G5EBK3(375);19,2264;20,165;20,3934;19,7081;20,1364;20,4175;19,3653;21,0582;0,369532;0,506116;-0,371107;-0,851741;
G5EBK3(164);19,7271;19,8184;18,7384;20,0333;24,3715;24,243;24,0145;22,0918;3,28975;0,00327928;-4,10089;-6,75571;+
G5EBK3(501);19,9924;21,0736;21,2863;19,3311;19,9267;19,791;20,0202;18,9135;0,699563;0,288302;0,758001;1,44076;
G5EBN9(17);19,4849;21,6555;17,0665;19,2056;24,5384;24,4112;23,6539;24,6609;2,67071;0,00884404;-4,96298;-5,14075;+
G5EBN9(582);19,5963;20,7273;19,493;19,8431;26,1708;23,3685;23,7665;23,8778;3,13306;0,00395789;-4,381;-6,31515;+
G5EBN9(15);18,6974;20,6701;20,4848;20,7615;21,1614;21,112;19,9778;19,9686;0,28093;0,587894;-0,401492;-0,676917;
G5EBN9(593);19,878;21,9147;21,2871;20,3063;23,9321;23,7038;23,6946;19,8164;0,89774;0,203849;-1,94017;-1,77327;
G5EBP5(373);24,678;26,1868;25,622;25,0278;24,9753;24,1424;24,1169;21,6935;1,09721;0,140756;1,64661;2,1048;
G5EBP5(389);19,2324;19,5533;19,269;19,8215;18,5561;19,3563;21,2686;19,406;0,111389;0,795292;-0,177692;-0,30073;
G5EBP5(374);24,0098;25,4578;25,3722;25,4858;24,0705;23,7277;23,6244;20,7242;1,26788;0,101673;2,04474;2,39081;
G5EBP5(380);17,5215;20,0236;19,2789;19,3283;20,5859;20,5746;20,1095;20,8127;1,43671;0,0757087;-1,48259;-2,67901;
G5EBP5(382);25,885;26,8533;25,6764;26,2368;23,117;24,6623;22,7271;26,432;1,14644;0,129137;1,92823;2,18691;
G5EBP5(2302);23,7685;23,5489;23,4684;22,7494;17,7295;19,5617;18,8673;20,3713;3,39577;0,00289933;4,25136;7,06742;+
G5EBP5(466);21,634;20,2558;19,5433;19,9702;22,8857;23,4533;25,3079;24,5965;2,70727;0,00837313;-3,71001;-5,22739;+
G5EBP5(2148);22,8944;23,2176;24,3306;22,5872;20,9025;17,1138;17,6776;19,0682;2,58166;0,0106343;4,56691;4,93379;+
G5EBP5(2595);19,8807;19,0039;19,9041;20,7081;21,8229;20,6663;18,7706;21,3223;0,461546;0,430965;-0,771318;-1,02361;
G5EBP5(450);27,717;27,8039;26,9774;27,1375;25,1599;24,7137;24,3574;21,7608;2,29902;0,0170674;3,41102;4,31259;+
G5EBP5(451);19,5233;20,6699;19,6232;21,8688;22,3202;24,9183;24,3574;21,6681;1,63587;0,0536643;-2,89469;-3,02899;
G5EBP5(457);21,2678;21,956;18,5361;16,8505;21,5098;20,2862;19,9587;21,6619;0,421299;0,460717;-1,20157;-0,949442;
G5EBR3(393);20,9033;21,7221;18,9531;20,6453;19,3841;20,7528;20,2398;20,9472;0,12414;0,77635;0,224988;0,331721;
G5EBR3(400);18,4321;19,8716;19,788;20,8997;19,6998;21,5165;19,8713;18,596;0,079251;0,853028;-0,173045;-0,219954;
G5EBT8(502);20,9359;22,4874;26,9457;21,8704;19,8348;19,9084;21,2581;19,1209;1,12652;0,134112;3,02929;2,15366;
G5EBV4(134);17,9292;20,5191;21,4063;20,9086;21,1196;20,609;18,8315;19,545;0,0626833;0,886863;0,164523;0,176645;
Q965J2(370);23,3911;23,6136;25,5564;23,2365;25,4417;25,3699;25,5377;25,8971;1,56983;0,0600762;-1,61221;-2,91155;
G5EBY4(5);21,3592;19,7477;19,4776;20,0567;19,898;19,4056;19,1515;18,8752;0,890343;0,205993;0,827757;1,76097;
G5EBY6(95);20,3223;19,3737;20,279;19,785;19,9684;17,8388;19,9714;18,7165;0,699159;0,288146;0,816206;1,44008;
G5EBZ4(1639);18,685;19,609;20,318;20,1227;21,5264;20,3428;19,6379;19,8619;0,549703;0,369882;-0,658572;-1,18171;
G5EC03(588);20,0012;21,09;20,3844;21,3517;19,653;20,4847;20,6261;20,139;0,599037;0,340925;0,481133;1,2681;
G5EC05(772);20,1167;19,5871;21,7339;19,5729;19,5488;19,2049;20,2526;20,0838;0,369295;0,506179;0,480125;0,851287;
G5EC10(58);20,0231;19,4783;20,3828;19,0548;21,4962;18,8116;20,6911;20,2831;0,407342;0,471586;-0,585761;-0,923372;
G5EC10(60);19,9118;21,7101;21,1002;17,2663;19,9357;21,354;19,8882;18,3009;0,0378851;0,934028;0,127426;0,109386;
G5EC43(577);17,7223;20,6392;19,7142;19,7932;24,081;24,1122;22,3582;23,7767;2,83053;0,00697331;-4,11483;-5,52698;+
I2HAI6(177);24,2862;23,8395;25,6993;24,8093;23,1235;23,8276;20,9846;22,8769;1,44319;0,0747254;1,95545;2,69022;
I2HAI6(91);19,5106;19,6392;19,1236;21,1595;17,2123;19,4656;18,3833;20,1275;0,652436;0,310263;1,06105;1,3603;
I2HAI6(8);20,47;18,5993;17,1913;19,1901;21,3666;19,0989;20,8765;20,9251;1,04399;0,15469;-1,70412;-2,01625;
G5EC78(67);22,5721;22,9856;23,4075;21,8172;21,3932;21,3369;18,8898;18,8477;1,75116;0,0438388;2,5787;3,23782;+
G5EC78(58);23,9631;23,3101;24,5657;23,5633;19,8604;20,1552;21,3141;19,7023;3,65641;0,00193833;3,59255;7,8842;+
G5EC78(18);17,6996;20,6727;19,3372;18,7296;20,8576;20,0159;20,019;21,3414;1,07234;0,147146;-1,44874;-2,06341;
G5EC86(246);21,0207;18,9272;20,5393;19,4293;20,8734;20,1885;21,2472;19,0985;0,221053;0,649545;-0,372764;-0,551671;
G5EC91(115);24,8411;25,8183;25,2109;28,0674;27,0865;26,373;25,1141;20,333;0,315872;0,553297;1,25777;0,747173;
G5EC91(102);20,5878;19,775;20,3171;20,4685;21,0856;20,7797;20,3832;19,6905;0,22666;0,642723;-0,197667;-0,563694;
G5EC97(108);19,7391;21,3933;19,7332;18,4321;24,862;23,8965;22,398;25,172;2,56431;0,0111256;-4,25772;-4,89411;+
G5EC97(433);20,732;19,2186;20,0958;19,6688;20,3394;20,2399;18,1657;19,7275;0,206713;0,668231;0,310676;0,520618;
G5EC97(208);19,1233;19,5466;20,6569;18,2049;20,3227;21,5447;20,2103;19,3182;0,682672;0,294923;-0,966067;-1,41201;
G5EC98(320);17,3181;19,8467;20,3733;21,1062;21,4668;20,3878;20,4505;21,3727;0,700826;0,288451;-1,25841;-1,44291;
G5ECC7(202);19,4346;20,5823;20,2293;20,9978;19,9846;18,3819;20,546;19,2479;0,642128;0,315156;0,770904;1,34259;
G5ECF6(216);19,3204;18,5078;18,6276;18,6765;20,3165;21,1472;20,436;18,754;1,37536;0,0826341;-1,38031;-2,57352;
G5ECG0(227);21,2894;19,371;19,9127;18,6142;19,7136;18,2525;20,4024;21,4398;0,0629876;0,886401;-0,155231;-0,177452;
G5EFK7(3081);20,0928;19,6292;17,8118;19,5218;21,554;19,9841;20,5894;20,7562;1,30168;0,0958806;-1,45702;-2,44801;
