Protein IDs;log2 rpn6_01;log2 rpn6_02;log2 rpn6_03;log2 ev_01;log2 ev_02;log2 ev_03; -Log Student's T-test p-value rpn6_ev; Student's T-test q-value rpn6_ev; Student's T-test Difference rpn6_ev;Student's T-test Test statistic rpn6_ev;Sign p-val: 0.05 
Q9N4M4;35,2767;35,3187;35,3355;35,6249;35,516;35,4943;2,22544;0,0113226;-0,234737;-5,33365;+
Q9N4N4;26,4852;26,0908;25,0212;27,4031;26,1297;26,3882;0,591582;0,251695;-0,774593;-1,32397;
Q9N4P4;25,7721;25,6075;25,7015;24,1942;25,9433;25,8325;0,25993;0,660236;0,370327;0,652582;
Q9N4U5;24,4495;26,0259;26,0212;25,1438;24,5993;24,8536;0,505893;0,328762;0,633305;1,15616;
Q9N4X8;27,6772;27,5702;28,0026;28,6466;28,8932;28,7703;2,63132;0,00583459;-1,02003;-6,88128;+
Q9N4Z7;28,367;27,5966;27,795;28,0179;27,3615;27,2134;0,502067;0,330783;0,388597;1,14863;
Q9N537;28,4965;28,1929;27,9237;29,0558;29,8584;29,4885;1,94367;0,0158901;-1,26322;-4,43421;+
Q9N585;24,0918;24,1189;23,8224;28,6303;27,9107;28,5274;4,23487;0;-4,3451;-17,8234;+
Q9N588;26,7554;25,5493;25,8098;27,0012;27,2055;26,7704;1,15838;0,0606402;-0,954231;-2,46334;
Q9N599;27,3121;26,0609;27,3049;27,9132;28,0858;27,8991;1,20071;0,0557167;-1,07341;-2,55466;
Q9N5E3;26,1375;26,2815;25,7777;24,5845;24,5871;24,545;3,23787;0,0017697;1,49332;9,92656;+
Q9N5K3;27,4227;27,6321;27,6662;25,6093;26,2155;26,2717;2,62191;0,00579104;1,54148;6,84149;+
Q9N5M2;31,8682;31,4709;31,4713;31,1198;31,0235;30,8767;1,78421;0,0190575;0,596794;3,97748;+
Q9N5R9;26,6707;26,8169;25,184;27,6445;26,7013;26,0574;0,343324;0,523263;-0,577188;-0,829206;
Q9N5S7;25,8421;26,692;26,6648;28,7328;27,9105;27,209;1,38817;0,0397389;-1,55109;-2,97577;+
Q9N5V3;31,6231;30,2754;30,6316;30,528;31,1626;31,2771;0,11365;0,859934;-0,145863;-0,313242;
Q9NA32;24,6317;25,0769;25,0417;24,3557;24,5994;24,4938;1,27679;0,0485425;0,4338;2,72213;+
Q9NA39;31,237;31,6545;31,5986;30,8138;31,4673;31,2346;0,631576;0,227736;0,32483;1,40191;
Q9NAA5;31,2778;31,2072;31,1852;31,1467;30,7846;30,4152;0,970481;0,0943458;0,441256;2,07162;
Q9NAB3;28,6933;28,6223;28,423;28,1851;29,4474;28,8587;0,268709;0,645113;-0,25086;-0,671602;
Q9NAE2;30,6979;30,377;30,0255;31,0208;29,4659;29,6893;0,231172;0,710839;0,308147;0,589428;
Q9NAF9;28,2114;29,3728;27,7986;28,3759;27,9218;28,056;0,281847;0,623343;0,343026;0,699858;
Q9NAH3;25,3005;26,373;27,0621;28,305;28,9869;29,0374;1,96079;0,0152017;-2,53122;-4,48534;+
Q9NAH4;29,265;28,8889;28,2368;28,8047;28,4745;27,8055;0,445256;0,389308;0,435376;1,03603;
Q9NAH6;27,4849;27,7622;27,8744;24,5856;24,0882;24,2103;4,25514;0;3,41246;18,0347;+
Q9U2J6;24,842;24,8243;24,9121;26,232;24,5142;25,0133;0,315244;0,570457;-0,39373;-0,770665;
Q9NAM7;27,7254;27,7617;27,3641;26,1093;24,7028;26,7198;1,35728;0,0416096;1,77311;2,90435;+
Q9NAN1;28,8023;28,9188;28,1989;28,6043;28,8136;29,1173;0,312257;0,577413;-0,205046;-0,764386;
Q9NAP9;25,6149;25,7279;26,7095;24,5439;24,9954;25,0491;1,40574;0,0377853;1,15461;3,01675;+
Q9NAQ2;29,536;29,3752;29,0186;26,4759;28,1159;28,1834;1,385;0,0403934;1,71815;2,9684;+
Q9NEW6;33,4148;33,3907;33,7786;33,2728;33,3871;33,6806;0,176405;0,78822;0,0811831;0,464896;
Q9NEZ5;30,0617;30,6187;30,3153;30,2031;29,2542;26,9049;0,710021;0,183625;1,54455;1,55477;
Q9NF11;29,1264;29,6664;29,4324;29,0753;29,0197;29,2273;0,829345;0,136302;0,300937;1,78894;
Q9NLD1;29,9579;29,3822;29,7624;29,545;28,51;28,6761;1,02318;0,0831163;0,790447;2,17945;
Q9TW45;29,9761;30,0577;29,7474;28,8265;28,9639;28,951;3,22795;0,0017381;1,01331;9,86814;+
V6CJE3;27,1438;27,3388;27,4328;25,8809;25,9704;25,8864;3,99414;0,00117391;1,39259;15,491;+
Q9TXH9;29,604;29,1606;28,9204;28,146;28,1031;26,3585;1,27641;0,048481;1,69246;2,7213;+
Q9TXN6;26,0053;25,4681;25,6037;25,3279;25,2976;25,8818;0,311312;0,578375;0,189935;0,762398;
Q9TXP0;32,6096;32,4657;32,7675;32,3784;32,1208;32,5877;0,716793;0,180143;0,251972;1,56798;
Q9TXU7;30,6763;31,0382;30,9364;30,6195;30,6887;30,6048;1,04268;0,0797901;0,245967;2,21973;
Q9TXY8;28,7444;29,3791;29,9845;29,5879;29,5386;28,4394;0,127884;0,84284;0,180736;0,348649;
U4PF58;25,4797;27,4394;27,111;27,142;27,3058;26,7749;0,251884;0,673558;-0,397524;-0,635048;
Q9TYK1;26,2812;25,8474;25,934;27,0618;26,077;26,2554;0,60098;0,246676;-0,44387;-1,34229;
Q9TYL2;28,8445;28,4101;28,7185;27,5993;27,8438;28,2336;1,56314;0,0275669;0,765443;3,39736;+
Q9TYM6;24,8248;24,3669;24,3414;24,054;24,6433;24,3567;0,277069;0,630674;0,159678;0,68961;
Q9TYN2;27,9773;27,4276;27,0815;25,5131;25,3434;27,0223;1,21507;0,0548634;1,53582;2,58594;
Q9TYP9;28,9351;28,4882;28,7729;28,225;28,0988;28,8727;0,538757;0,299861;0,333253;1,22072;
Q9TYS3;34,4675;33,9637;34,5571;32,1324;34,195;32,7808;0,951238;0,100072;1,29338;2,03259;
Q9TYV5;30,2133;30,2773;29,4603;28,9879;29,3662;29,0856;1,36804;0,0411304;0,837117;2,92913;+
U4PB38;28,438;29,0667;29,2478;29,6869;29,4544;29,4254;1,09805;0,06952;-0,60472;-2,33527;
Q9TYY0;23,9993;24,122;24,108;27,7892;28,1364;28,1835;5,15658;0;-3,95995;-30,402;+
Q9TYY8;27,0351;26,8761;26,8562;24,3789;24,6023;24,5403;4,99145;0;2,41531;27,6348;+
Q9TZ33;27,2775;26,4628;27,095;24,1996;24,6148;24,3739;3,12533;0,00163128;2,54901;9,2822;+
Q9TZ90;27,044;27,6431;27,0808;27,158;27,7547;27,4272;0,298256;0,599989;-0,190692;-0,73482;
Q9TZC4;30,0032;30,4213;30,2814;26,5361;30,1406;30,3117;0,428076;0,410437;1,23919;1,00167;
V6CLE7;25,0094;25,4583;25,2571;31,2223;30,492;30,9097;4,6511;0;-5,63304;-22,694;+
Q9TZH6;31,2365;30,9303;31,9423;30,5785;31,4725;31,3658;0,218382;0,732667;0,23076;0,560882;
Q9TZI2;28,3084;27,6095;28,0625;27,8405;28,3689;28,582;0,377147;0,472252;-0,27031;-0,898709;
Q9TZL8;28,9459;29,2886;28,9916;29,5842;29,6572;29,5536;2,02479;0,0144037;-0,52297;-4,68037;+
Q9U1Q3;28,8026;27,6714;28,1129;27,4731;27,0388;27,2994;1,23264;0,0525567;0,925173;2,62443;
Q9U1Q4;30,6528;30,7888;30,812;30,0047;29,7206;29,5438;2,64759;0,00551515;0,994813;6,95049;+
Q9U1R7;25,8619;25,935;25,6126;26,159;25,964;25,9391;0,842785;0,132924;-0,217536;-1,81554;
Q9U1V9;28,3826;27,9995;28,2112;29,1695;27,9962;28,2106;0,27804;0,629654;-0,261003;-0,691694;
Q9U1W2;26,9478;27,5079;27,1111;26,2226;25,4454;25,8068;2,08882;0,0129064;1,36398;4,88174;+
Q9U1W8;30,0097;30,2572;30,2864;30,5567;30,3254;30,8307;1,06613;0,0738984;-0,386493;-2,26843;
Q9U1Y9;28,6821;28,7578;27,8887;28,5683;28,1649;27,4044;0,378828;0,46941;0,397013;0,902138;
Q9U210;25,2761;26,1528;26,4963;24,0316;24,8813;24,0384;1,64471;0,0247453;1,65796;3,60478;+
Q9U228;31,4371;31,8292;31,8482;31,8485;31,3261;32,4428;0,182869;0,781339;-0,167637;-0,479928;
Q9U275;26,6729;26,1197;26,0992;24,054;24,3176;24,4405;3,11411;0,0016044;2,02658;9,22015;+
Q9U299;26,7922;26,6848;26,1216;25,9087;26,2529;25,8375;1,02448;0,0829757;0,533166;2,18212;
Q9U2A6;30,2601;30,2069;30,191;30,8526;30,7877;30,9549;3,58565;0,00149254;-0,645727;-12,194;+
Q9U2A9;30,0497;29,9107;29,6749;26,993;29,0591;28,1642;1,38583;0,0401221;1,80632;2,97033;+
Q9U2D2;26,6861;26,1117;26,6813;26,6111;27,1737;26,1688;0,172097;0,794321;-0,158156;-0,454825;
Q9U2D3;24,4725;25,4301;24,612;26,1716;24,1076;24,951;0,131015;0,840634;-0,238563;-0,356351;
Q9U2D6;27,1979;27,4577;27,392;26,7121;25,7176;25,9544;1,77072;0,0193169;1,22116;3,9404;+
Q9U2D9;28,6912;28,6947;27,8529;26,3239;28,0016;28,1469;0,641808;0,221316;0,922117;1,42183;
Q9U2F2;24,3388;26,9859;28,1507;26,6776;27,6117;27,7712;0,296621;0,60228;-0,861711;-0,731352;
Q9U2G0;27,2605;28,3164;28,3104;25,614;27,2429;26,7809;1,11316;0,0680992;1,41649;2,36713;
Q9U2H9;30,5025;32,6899;32,8411;33,5339;33,1291;33,0802;0,737104;0,171975;-1,23654;-1,60767;
Q9U2K8;26,579;26,4752;26,984;29,2743;27,7047;27,9193;1,4595;0,0347625;-1,62003;-3,144;+
Q9U2M7;29,409;29,2661;29,6899;27,0001;27,2128;27,2831;3,96;0,0011134;2,28968;15,1854;+
Q9U2Q8;32,2183;32,0534;32,1893;32,7939;29,0233;29,1401;0,672069;0,202194;1,83457;1,48077;
Q9U2R0;28,1597;28,5147;28,5579;27,3072;27,68;28,0121;1,44442;0,035474;0,74438;3,10803;+
Q9U2R3;25,9535;26,2012;26,231;25,3974;25,879;25,6397;1,38908;0,0398496;0,48988;2,97788;+
Q9U2S6;29,4175;29,9741;29,4717;27,567;28,9108;28,979;1,0835;0,0719032;1,13548;2,30474;
Q9U2U0;29,7114;29,8253;30,6753;27,6513;28,3766;28,4475;2,07032;0,0131855;1,91221;4,82289;+
Q9U2Z5;26,0646;26,6494;25,9827;24,8554;26,8895;26,3598;0,110863;0,862034;0,197337;0,306231;
Q9U315;31,8921;31,5907;32,0892;30,6614;31,9175;32,0813;0,256361;0,667658;0,30393;0,644817;
Q9U332;28,2524;28,2219;28,3837;28,9737;28,7003;28,4118;1,1345;0,0646651;-0,40931;-2,41236;
Q9U334;29,3575;28,813;29,0811;28,7006;29,0225;28,6648;0,673658;0,200287;0,287893;1,48387;
Q9XVG3;24,0043;24,1043;24,1559;27,0334;28,149;27,6219;3,38011;0,00194667;-3,51325;-10,8009;+
Q9U3A0;27,1937;28,1257;27,9771;24,0936;24,6282;24,5837;3,23536;0,00175904;3,33033;9,91175;+
Q9U3H5;28,9304;28,9646;29,1276;28,9903;28,8667;29,2284;0,0593963;0,926985;-0,0209757;-0,171475;
Q9U3I0;25,8464;25,9233;25,9123;27,4828;26,5474;26,6106;1,50641;0,0323847;-0,98627;-3,25732;+
Q9U3S3;26,4361;26,695;25,97;24,4945;24,5324;24,5905;2,98713;0,00203922;1,82786;8,54392;+
Q9U3S8;30,0892;29,4065;29,8087;29,4943;29,1558;28,9992;1,05309;0,0772575;0,551739;2,24131;
Q9UA63;29,0304;28,2553;28,4411;28,1287;27,5322;27,3175;1,2757;0,0485563;0,91614;2,7197;+
Q9UAY9;28,2082;28,7638;28,5233;27,9925;27,64;28,1677;1,1884;0,0567104;0,565044;2,52798;
Q9UB29;31,8836;32,7001;32,6642;31,1608;31,1324;30,973;2,08418;0,0131149;1,3273;4,86694;+
Q9XTB5;31,1418;30,916;31,2131;29,4605;30,7961;30,8684;0,699224;0,187024;0,7153;1,5337;
Q9XTT3;28,5949;28,0293;28,778;27,4442;27,4708;26,6817;1,68026;0,0241051;1,26853;3,69753;+
Q9XTU3;25,7361;26,1997;27,0296;28,2364;27,9769;28,783;1,96561;0,0153666;-2,0103;-4,49981;+
Q9XTU9;27,4122;27,8109;27,5081;27,7361;27,2464;27,2437;0,343231;0,522977;0,168327;0,829013;
Q9XTV4;29,5518;29,6124;29,9294;30,8008;30,5251;30,8983;2,52599;0,00729966;-1,04354;-6,44729;+
Q9XTY3;27,4554;27,9971;26,9345;27,0143;27,0739;25,8929;0,749232;0,167038;0,801957;1,63139;
Q9XTZ3;28,3238;28,192;28,13;28,3214;27,8294;28,4677;0,0149738;0,981336;0,00910187;0,045207;
Q9XU13;31,9195;31,6545;31,5893;31,4698;31,5277;31,2745;1,10251;0,0693304;0,29712;2,34465;
Q9XU15;28,2229;27,0788;27,261;25,201;26,0211;26,399;1,51893;0,0316369;1,64721;3,28795;+
Q9XU45;29,5895;29,141;29,2359;29,3921;30,8641;30,6474;0,957501;0,098967;-0,97903;-2,04528;
Q9XU56;30,0413;27,3694;27,6518;29,9831;30,3165;30,3144;1,01616;0,0834519;-1,85047;-2,165;
Q9XU92;28,2112;28,0096;27,7159;26,9159;26,7817;26,6172;2,70426;0,00450394;1,20732;7,19647;+
Q9XU97;29,9927;29,3811;29,5023;28,4302;30,3526;30,2715;0,0305398;0,960749;-0,0594031;-0,0906951;
Q9XUB2;28,3019;27,8096;27,7846;25,7002;26,0472;25,5827;3,25204;0,00179141;2,18865;10,0106;+
Q9XUB7;27,3328;28,954;29,1483;30,3873;30,6504;30,4768;1,59983;0,0252721;-2,02643;-3,48974;+
Q9XUD8;24,2321;24,5356;24,9251;25,232;25,1416;25,4044;1,49724;0,0325957;-0,695107;-3,235;+
Q9XUE5;28,3168;28,156;28,2174;26,215;28,4897;28,6528;0,219575;0,731259;0,444203;0,563558;
Q9XUE6;28,6306;28,0043;27,9144;24,3169;24,3285;24,6158;3,9756;0,001125;3,76269;15,3243;+
Q9XUN9;28,2911;28,6692;29,0668;29,1359;29,0414;29,0726;0,838138;0,13378;-0,407604;-1,80633;
Q9XUS2;28,4413;28,0444;28,6488;26,9046;27,6326;27,2741;1,8027;0,0186874;1,10774;4,02868;+
Q9XUW5;27,9585;27,6121;27,8018;27,3855;26,4963;26,7182;1,49863;0,0326454;0,924133;3,23839;+
Q9XV56;27,2923;27,3405;26,9929;23,9399;24,5922;24,3159;3,74853;0,000915254;2,92591;13,4181;+
Q9XV91;29,4685;29,9058;30,4877;29,5026;29,0116;29,909;0,538561;0,299858;0,4796;1,22033;
Q9XVA4;27,5265;27,9614;28,3006;24,5162;24,4114;24,5932;3,92428;0,00109091;3,42259;14,8718;+
Q9XVE9;28,6951;28,5273;28,7893;27,8193;28,7558;28,7447;0,291986;0,607563;0,230636;0,721502;
Q9XVF7;30,6494;31,3911;31,2974;31,7865;33,1209;32,7511;1,45099;0,0353013;-1,44024;-3,12368;+
Q9XVG4;23,8966;24,0344;24,1161;27,3583;26,8622;26,9944;4,33716;0;-3,05592;-18,9154;+
Q9XVH9;27,1562;26,9318;26,1874;26,3503;26,6062;26,9366;0,139271;0,83074;0,127417;0,376517;
Q9XVI9;28,2658;28,8568;28,8697;29,2717;29,4982;29,5245;1,63264;0,0250286;-0,767354;-3,57362;+
Q9XVJ2;28,3287;28,1844;28,4137;28,6815;28,5737;29,0129;1,40639;0,0378388;-0,447131;-3,01828;+
Q9XVL1;29,7836;30,071;29,7603;27,6759;29,7302;29,41;0,653335;0,2138;0,932874;1,44428;
Q9XVP0;29,4311;29,999;29,1401;29,5697;30,5394;29,6103;0,400489;0,441783;-0,383017;-0,946123;
Q9XVR3;27,4609;27,3906;27,5394;26,9489;25,9683;25,858;1,58403;0,0264103;1,20524;3,44977;+
Q9XVS1;27,1759;27,0312;27,2818;26,8392;27,2533;27,2528;0,11132;0,861699;0,0479196;0,307383;
Q9XVS2;26,4911;28,6266;28,9371;27,5207;27,6685;27,9312;0,149101;0,823234;0,311469;0,400271;
Q9XVS3;26,6249;26,8796;26,8605;29,464;30,4219;30,5693;3,15478;0,00166857;-3,36335;-9,44694;+
Q9XVT2;25,9168;25,3499;25,3736;26,4243;26,1775;26,5899;1,73995;0,0216133;-0,850458;-3,85664;+
Q9XW03;25,0273;26,2415;25,9613;26,2;25,1207;25,3108;0,150176;0,82471;0,19955;0,402854;
Q9XW16;31,1253;30,7304;30,8662;23,5333;31,1894;31,0518;0,384944;0,459586;2,3158;0,914591;
Q9XW17;31,428;30,8452;31,1949;31,4828;31,27;31,0098;0,17046;0,796493;-0,0981827;-0,450985;
Q9XW20;29,5745;29,6168;29,476;29,7438;29,5727;29,5;0,234037;0,708252;-0,0497125;-0,595781;
Q9XW37;25,8026;27,1273;27,3657;27,4116;27,2385;27,4423;0,539147;0,299849;-0,598913;-1,22148;
Q9XW41;31,4855;31,1852;31,0207;30,351;29,8264;29,8014;2,27352;0,0105181;1,23756;5,50032;+
Q9XW42;26,6186;26,7909;26,6509;24,5743;24,5916;24,4541;5,21429;0;2,14679;31,4324;+
Q9XW58;30,2551;30,9165;30,5291;25,6663;26,7544;27,39;2,74065;0,0041753;3,96327;7,35841;+
Q9XW92;33,1427;32,7267;33,0456;31,8451;32,0516;32,3332;2,0409;0,0143832;0,895014;4,73041;+
Q9XWC5;26,476;26,7902;26,6024;24,5863;24,4488;24,4348;4,48823;0;2,13291;20,6494;+
Q9XWD1;25,2062;24,9887;25,6318;24,9332;25,8908;25,1892;0,0630119;0,923476;-0,0621758;-0,181305;
Q9XWG2;31,0205;31,2189;31,272;29,5749;29,5741;29,2637;3,72005;0,00165289;1,6996;13,1959;+
Q9XWH0;29,6274;29,7414;29,4483;24,5868;24,2938;23,9386;4,87933;0;5,33263;25,8997;+
Q9XWI6;28,2273;28,4235;28,1318;27,3123;27,4543;27,4904;2,93549;0,00234101;0,841827;8,28213;+
Q9XWJ6;29,9567;29,883;29,6816;28,4961;28,5662;28,5268;3,99284;0,00116129;1,31074;15,4793;+
Q9XWK3;28,3651;28,2768;27,5642;24,5736;24,6569;24,534;3,77029;0,000947368;3,48053;13,5904;+
Q9XWL1;29,7314;29,6898;29,5872;30,4761;30,5166;30,0667;1,98515;0,0152978;-0,683643;-4,55887;+
Q9XWN7;29,3094;29,0262;29,3812;28,4345;29,2461;29,1391;0,467691;0,36403;0,299017;1,08066;
Q9XWP7;28,4557;28,3386;28,6523;29,8248;29,2599;29,2741;2,02565;0,0144368;-0,970727;-4,68303;+
Q9XWT3;31,4862;28,4306;31,059;32,1168;32,318;32,1479;0,91136;0,111988;-1,86901;-1,95223;
Q9XWT4;26,5809;26,2888;26,819;29,5438;28,5073;28,7613;2,61967;0,00576952;-2,37458;-6,83207;+
Q9XWV2;30,9061;30,4114;30,4562;29,4135;30,6128;30,5689;0,391636;0,45182;0,392844;0,928187;
Q9XWY8;27,3985;27,5653;27,1261;24,4507;24,5262;24,648;4,44235;0;2,82166;20,1068;+
Q9XXA2;26,1539;26,404;26,2271;27,7651;27,5632;27,4553;3,46607;0,00208571;-1,33284;-11,364;+
Q9XXF9;27,3384;27,1098;27,1199;24,5315;24,4561;24,6249;5,11929;0;2,65186;29,7539;+
Q9XXI7;29,0235;29,7985;29,1924;28,7992;28,6742;28,0794;1,19215;0,0566635;0,820537;2,5361;
Q9XXI9;27,5746;27,7067;27,9204;28,0713;27,7614;27,7178;0,317219;0,566525;-0,116289;-0,774809;
Q9XXK1;34,7758;35,378;35,0369;35,1349;34,8237;34,7767;0,296831;0,601989;0,151797;0,731797;
Q9XXQ6;26,5574;26,712;27,1381;28,7571;27,4502;27,3034;0,982328;0,0918029;-1,03439;-2,09574;
Q9XXR4;31,7135;31,6088;31,7671;31,381;30,9748;31,5336;1,0864;0,0712723;0,40001;2,31081;
Q9XXS1;24,9228;24,8843;25,3619;25,5187;26,3904;27,2945;1,18175;0,0581396;-1,34485;-2,5136;
Q9XXT5;25,4922;26,3733;25,9248;26,2052;26,7238;26,0124;0,50665;0,328315;-0,383657;-1,15766;
Q9XXU9;30,558;30,6507;30,5609;31,072;31,4442;31,2717;2,416;0,00866462;-0,67276;-6,0193;+
Q9Y194;27,1866;26,8863;27,0798;25,1557;27,8176;25,2202;0,487298;0,343229;0,986404;1,11948;
U4PBU8;27,4263;26,6298;27,5834;27,094;27,2726;26,1255;0,342023;0,524022;0,382452;0,826511;
U4PN22;27,4483;26,9309;27,5338;24,4666;24,5576;24,5372;3,89556;0,00103846;2,78384;14,6242;+
V6CK55;24,1064;24,0547;24,087;25,9929;31,6327;31,71;1,40238;0,038084;-5,69584;-3,0089;+
V6CKI4;31,9252;32,84;32,8699;31,9076;31,6555;32,3234;0,729084;0,174543;0,582863;1,59199;
V6CKR1;26,8053;26,8764;27,3574;27,3869;27,6477;27,7249;1,33309;0,0431695;-0,573493;-2,84901;+
V6CLB4;26,1945;26,5966;25,7729;25,8952;25,8607;25,9376;0,535789;0,303248;0,290159;1,2149;
V6CLU0;33,9542;34,4357;34,3236;34,2795;34,1817;34,0873;0,129661;0,842035;0,054966;0,353024;
V6CLR1;25,6344;25,8165;24,8797;24,5198;24,6219;24,6207;1,38334;0,0404703;0,85605;2,96454;+
X5LV76;27,7574;27,6213;27,346;24,5697;24,2789;24,3018;4,50755;0;3,19143;20,882;+
